Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52.0,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,9.903437551286085,2755,1,No,11,3.0,3,0,1,5.0,3,5.0,0,0,0
42.0,No,Travel_Frequently,530,Sales,2,4,Life Sciences,3,Male,51,3,2,Sales Representative,4,Single,9.222664121665014,7439,3,No,15,3.0,3,0,17,3.0,2,20.0,7,6,7
26.0,No,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,7.771910256435763,7501,0,Yes,14,3.0,2,0,21,2.0,3,3.0,7,4,10
37.2520325203252,No,Non-Travel,217,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single,8.959183074206774,10410,1,No,14,4.0,2,0,10,0.0,2,11.0,4,0,9
46.0,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,9.219894584780995,24152,1,No,13,3.0,4,0,5,1.0,3,7.0,3,0,2
29.0,No,Travel_Rarely,1131,Research & Development,15,3,Life Sciences,4,Male,77,2,1,Research Scientist,1,Married,8.453136215216944,23844,0,No,19,3.0,4,1,8,2.0,2,3.0,6,7,3
30.0,No,Non-Travel,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,7.849323818040561,2437,3,No,11,3.0,2,1,24,2.0,3,11.0,17,4,7
41.0,No,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,8.606485298894999,11314,6,No,18,3.0,4,1,6,4.0,3,6.0,3,1,2
40.0,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,9.156361964425669,6881,1,No,15,3.0,1,1,4,2.0,2,20.0,3,1,1
32.0,No,Travel_Rarely,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,8.49351506406166,22074,1,No,13,3.0,1,0,19,3.0,3,10.0,2,11,9
35.906122448979595,No,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,8.439663988907,9953,1,No,11,3.0,1,1,8,6.0,1,9.0,4,7,7
35.0,No,Travel_Rarely,718,Research & Development,8,1,Medical,2,Female,79,2,2,Manufacturing Director,4,Married,8.453136215216944,17689,1,Yes,15,3.0,3,1,10,2.0,2,2.0,7,1,2
35.0,No,Travel_Rarely,116,Research & Development,13,3,Other,3,Male,77,2,1,Laboratory Technician,2,Married,8.702842538302868,7331,1,No,20,3.0,3,1,2,2.0,3,5.0,2,2,2
35.0,No,Travel_Rarely,343,Research & Development,9,3,Life Sciences,1,Female,52,3,1,Research Scientist,3,Single,8.702842538302868,24978,4,No,13,3.0,3,0,7,4.0,2,5.0,2,1,2
32.0,No,Non-Travel,462,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,7.946971357693591,7824,7,No,17,3.0,1,0,10,3.0,3,1.0,4,0,3
42.0,No,Travel_Rarely,1200,Research & Development,22,3,Life Sciences,4,Male,75,3,2,Research Scientist,4,Divorced,9.779340559793246,13953,3,Yes,14,3.0,1,2,12,3.0,2,22.0,2,3,3
32.0,Yes,Travel_Rarely,251,Research & Development,10,2,Life Sciences,1,Male,45,2,1,Laboratory Technician,3,Single,8.224163512637862,25308,1,No,20,3.0,3,0,2,2.0,1,3.0,2,2,2
46.0,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,9.767954157240933,2560,0,No,18,3.0,4,0,9,3.0,3,5.0,7,0,7
34.0,No,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,7.99699040583765,23577,0,No,12,3.0,4,0,8,4.0,3,1.0,7,0,7
45.0,No,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,8.683724062303869,12482,1,No,14,3.0,3,0,16,2.0,3,9.0,13,2,10
36.0,No,Travel_Rarely,506,Research & Development,29,1,Medical,2,Female,91,3,1,Laboratory Technician,1,Divorced,8.782126011728899,3622,1,No,13,4.0,2,3,6,2.0,4,7.0,2,1,2
43.034749034749034,No,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,9.84585843969949,13339,8,No,11,3.0,4,0,36,2.0,3,22.0,15,2,15
43.034749034749034,Yes,Non-Travel,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,9.843949839819931,23452,3,Yes,14,4.0,1,1,18,2.0,3,3.0,3,1,3
31.0,No,Travel_Frequently,329,Research & Development,1,4,Life Sciences,2,Female,88,3,1,Laboratory Technician,2,Married,8.453136215216944,6762,3,No,22,3.0,3,1,7,3.0,3,1.0,2,0,3
43.0,No,Travel_Frequently,1283,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,8.644530439877432,5561,2,Yes,12,3.0,1,0,7,3.0,2,8.0,2,0,3
38.0,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Male,99,3,3,Sales Executive,1,Single,8.470311205516108,2354,7,No,11,3.0,4,0,28,0.0,2,5.0,16,7,9
42.0,No,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,8.316055720364643,19191,1,Yes,24,3.0,3,1,8,2.0,3,10.0,0,7,7
49.0,No,Travel_Rarely,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,8.413387022690648,26862,4,No,20,3.0,3,1,13,2.0,4,5.0,7,4,8
29.0,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Female,48,3,2,Human Resources,4,Married,7.829630389150193,13982,0,Yes,19,4.0,4,0,12,1.0,1,7.0,9,4,7
32.368,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Female,49,3,2,Laboratory Technician,3,Divorced,7.637234388789473,11309,1,No,13,3.0,1,3,10,2.0,2,1.0,7,8,9
38.0,No,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,9.516500665673737,13684,0,Yes,22,3.0,2,1,6,3.0,2,15.0,3,0,4
27.0,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,8.025516386489008,3687,2,No,19,3.0,2,2,10,3.0,3,5.0,0,0,0
30.0,No,Non-Travel,138,Research & Development,2,3,Medical,2,Male,37,3,2,Laboratory Technician,2,Single,8.462948176563842,15986,5,No,11,3.0,4,0,10,2.0,3,2.0,2,1,2
41.0,No,Travel_Rarely,1490,Research & Development,2,2,Life Sciences,4,Female,42,3,1,Laboratory Technician,4,Married,8.517793011488205,12106,1,Yes,23,3.0,3,1,1,6.0,3,2.0,0,0,0
36.0,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Female,68,3,2,Healthcare Representative,4,Married,8.412277021466677,4821,0,Yes,17,3.0,1,1,17,2.0,2,13.0,8,4,11
28.0,Yes,Travel_Rarely,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,8.42463920980563,10642,1,No,17,3.0,4,0,1,2.0,3,10.0,0,0,0
31.0,No,Travel_Rarely,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,7.753194269884341,19196,4,Yes,24,3.0,1,1,31,2.0,2,7.0,10,11,10
37.2520325203252,No,Travel_Rarely,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,8.600246746551523,4297,0,No,17,3.0,4,1,10,2.0,3,11.0,3,1,7
43.0,No,Travel_Frequently,621,Sales,3,4,Marketing,3,Female,31,2,4,Manager,1,Married,8.463581421967588,10084,1,No,11,3.0,1,0,34,2.0,4,3.0,6,1,16
31.0,No,Non-Travel,1200,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,8.376781037699493,25174,4,No,14,3.0,2,1,9,2.0,2,5.0,5,1,2
37.2520325203252,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Male,98,2,1,Research Scientist,1,Single,8.787067645218054,18275,1,Yes,15,3.0,1,0,1,2.0,3,8.0,0,0,0
35.906122448979595,No,Non-Travel,1431,Research & Development,1,4,Medical,3,Male,96,3,1,Laboratory Technician,3,Divorced,8.160518247477505,15417,7,No,14,3.0,3,3,7,2.0,3,6.0,2,1,2
22.0,No,Non-Travel,970,Sales,7,3,Life Sciences,4,Male,30,3,2,Sales Executive,2,Married,7.984462732262196,13401,0,No,17,3.0,3,1,4,2.0,3,1.0,2,0,2
35.0,No,Travel_Rarely,1474,Research & Development,5,2,Other,2,Female,97,3,1,Laboratory Technician,3,Married,8.557182839632397,9260,4,No,17,3.0,4,1,8,2.0,3,10.0,2,2,0
47.0,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,8.333991247194975,24793,2,No,20,3.0,3,0,11,0.0,3,9.0,4,0,2
45.0,No,Travel_Rarely,507,Sales,15,2,Medical,3,Male,66,3,2,Sales Executive,1,Single,8.702842538302868,23553,1,No,12,3.0,4,0,10,2.0,4,5.0,8,9,6
30.0,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,7.6324011266014535,24737,5,Yes,13,4.0,4,0,5,3.0,2,5.0,2,2,2
35.906122448979595,No,Travel_Rarely,549,Research & Development,8,4,Other,4,Female,75,3,2,Research Scientist,4,Married,8.478452363099807,9278,9,No,14,3.0,1,2,12,5.0,3,10.0,9,9,8
43.0,No,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,7.722234744709607,2539,4,No,17,4.0,3,1,13,2.0,3,3.0,8,5,8
35.0,Yes,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,9.167641617443067,18798,1,Yes,18,4.0,3,3,1,2.0,3,8.0,0,0,0
29.0,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,8.589141690728821,12145,0,No,20,3.0,4,0,3,5.0,3,5.0,2,2,2
20.0,No,Travel_Rarely,490,Research & Development,10,3,Life Sciences,4,Male,61,3,1,Research Scientist,2,Divorced,7.622663951323595,17940,0,No,14,3.0,4,2,8,3.0,2,2.0,5,1,1
30.0,No,Travel_Rarely,685,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,8.251403065380556,23037,1,No,21,4.0,3,1,36,2.0,3,2.0,6,2,13
44.0,Yes,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,9.257414779362112,16019,1,No,13,3.0,3,0,1,2.0,2,20.0,0,0,0
32.0,No,Travel_Rarely,821,Sales,5,4,Medical,1,Female,98,3,2,Sales Executive,4,Single,8.528133131454572,24252,1,No,14,3.0,2,0,4,2.0,3,7.0,2,0,2
26.0,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,8.702842538302868,9129,3,No,16,3.0,1,0,16,2.0,3,5.0,10,4,8
53.0,No,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Male,72,3,4,Manager,4,Married,9.3789010135201,11761,4,Yes,13,3.0,3,1,29,3.0,2,2.0,0,0,0
45.0,No,Travel_Rarely,413,Sales,7,1,Marketing,4,Female,57,3,1,Sales Representative,2,Single,8.48673398393153,18398,0,No,14,3.0,1,0,4,3.0,3,5.0,2,1,2
38.0,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Female,62,3,3,Manufacturing Director,2,Single,7.7354333524996886,18264,0,No,13,3.0,4,0,17,3.0,3,2.0,6,0,13
23.0,No,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,8.16194579946869,12066,8,No,24,3.0,3,0,26,3.0,3,2.0,2,0,0
35.0,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Female,33,2,2,Manufacturing Director,4,Married,9.247347097605278,19146,6,No,22,3.0,1,2,4,6.0,1,13.0,2,2,2
39.0,No,Travel_Frequently,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,9.86250929580757,8842,1,Yes,16,3.0,2,1,9,3.0,3,21.0,8,0,8
44.0,No,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced,7.736307096548285,6194,5,No,15,3.0,4,2,11,3.0,2,0.0,8,1,7
38.0,No,Travel_Rarely,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,8.216628493133443,19305,1,No,15,3.0,3,0,0,3.0,4,5.0,0,0,0
32.0,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,8.678971846978863,8870,1,No,19,3.0,1,0,1,2.0,2,5.0,0,0,0
43.034749034749034,No,Travel_Rarely,1273,Research & Development,2,2,Medical,4,Male,72,4,1,Research Scientist,3,Divorced,9.062768007509048,21923,1,No,12,3.0,4,2,6,2.0,2,8.0,3,1,4
45.0,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,9.778491062361443,14776,1,No,13,3.0,3,1,2,4.0,2,9.0,2,0,2
30.0,No,Travel_Rarely,397,Human Resources,19,4,Medical,3,Female,88,3,3,Human Resources,2,Married,8.79133399330135,6729,2,No,15,3.0,3,1,16,6.0,4,5.0,7,7,1
37.0,No,Non-Travel,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,8.941414628006845,13535,1,No,12,3.0,4,1,10,2.0,3,10.0,0,1,8
30.0,No,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,8.558143177745192,11934,1,No,13,3.0,4,2,11,4.0,3,5.0,8,1,9
49.0,Yes,Travel_Rarely,754,Sales,26,4,Marketing,1,Female,63,3,2,Sales Executive,4,Married,7.8582541821860294,21075,1,Yes,11,3.0,3,0,10,2.0,3,2.0,7,0,8
39.0,No,Travel_Rarely,468,Research & Development,28,4,Medical,4,Male,73,2,1,Research Scientist,1,Single,9.498597279178806,8489,1,No,14,3.0,2,0,5,3.0,1,20.0,4,0,4
41.0,No,Travel_Rarely,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,7.6624678152002375,16571,1,No,11,3.0,3,3,0,5.0,2,4.0,0,0,0
45.0,No,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Female,56,2,4,Sales Executive,2,Married,8.660427359502146,11879,6,No,17,3.0,2,1,22,3.0,3,10.0,8,2,3
46.0,No,Travel_Rarely,527,Research & Development,8,2,Other,1,Female,51,3,3,Laboratory Technician,2,Married,9.254644297532707,22477,4,No,11,4.0,3,1,29,2.0,2,24.0,9,1,7
43.034749034749034,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,3,Male,54,3,1,Laboratory Technician,3,Single,9.156361964425669,25233,1,No,13,3.0,3,0,0,2.0,3,11.0,0,0,0
36.0,Yes,Non-Travel,625,Sales,1,4,Life Sciences,1,Female,46,2,3,Sales Executive,3,Married,8.453136215216944,14922,5,No,11,3.0,3,0,17,6.0,1,3.0,1,11,7
24.0,No,Travel_Frequently,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,7.783224016336037,7636,0,No,15,3.0,1,2,16,3.0,3,2.0,13,5,8
35.906122448979595,No,Travel_Frequently,419,Research & Development,7,4,Life Sciences,1,Male,53,3,3,Research Director,2,Single,8.213923595622743,21293,0,No,11,3.0,3,0,13,2.0,3,11.0,6,2,11
32.368,No,Travel_Rarely,300,Sales,26,3,Marketing,3,Female,74,3,2,Sales Executive,1,Married,7.931284761525891,22217,1,No,14,3.0,2,1,8,2.0,2,2.0,7,7,5
29.0,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Male,90,2,1,Research Scientist,3,Married,8.677439540558334,14908,1,Yes,13,3.0,3,1,1,2.0,2,5.0,0,1,0
41.0,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,4,Female,78,3,5,Manager,1,Married,9.515616752828915,21199,5,Yes,13,4.0,4,1,24,2.0,3,20.0,2,1,4
29.0,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Male,96,3,1,Research Scientist,3,Married,8.453136215216944,11868,4,No,13,3.0,2,1,6,2.0,3,2.0,2,2,2
43.0,No,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,9.156361964425669,24609,9,No,18,3.0,4,0,8,2.0,3,16.0,2,0,2
26.0,Yes,Travel_Rarely,335,Research & Development,9,2,Medical,3,Female,46,2,1,Research Scientist,1,Single,7.672292455628756,10322,0,Yes,22,3.0,1,0,4,2.0,3,5.0,2,1,2
45.0,No,Travel_Rarely,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,7.8838232148921525,26582,0,Yes,13,4.0,4,0,21,3.0,2,2.0,8,2,10
36.0,No,Travel_Rarely,1302,Research & Development,19,3,Other,4,Female,67,2,1,Laboratory Technician,1,Divorced,9.156361964425669,16290,1,No,11,3.0,1,2,7,2.0,3,17.0,7,0,7
39.0,No,Non-Travel,1361,Sales,17,4,Life Sciences,3,Female,94,3,2,Sales Executive,1,Married,8.453136215216944,21026,3,Yes,15,3.0,4,3,15,1.0,3,3.0,7,1,7
34.0,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Male,44,4,2,Human Resources,2,Married,7.886457270977689,18767,9,No,15,3.0,3,1,12,2.0,1,2.0,3,3,6
43.0,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Female,55,2,1,Research Scientist,3,Married,8.416709652837914,7950,1,No,13,3.0,3,1,4,3.0,3,5.0,2,2,2
27.0,No,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,8.734560089952993,11563,2,Yes,19,3.0,3,1,15,3.0,3,8.0,2,1,2
53.0,No,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,9.156361964425669,2912,1,Yes,18,4.0,4,2,8,2.0,3,14.0,2,0,6
40.0,Yes,Travel_Rarely,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,8.193400231952097,8040,1,Yes,14,3.0,4,0,1,2.0,3,1.0,0,1,0
42.0,No,Travel_Rarely,313,Research & Development,3,3,Medical,4,Male,98,3,4,Healthcare Representative,2,Single,9.814820259819962,7192,3,No,18,3.0,3,0,21,3.0,3,1.0,7,1,0
28.0,No,Travel_Rarely,634,Research & Development,5,4,Other,2,Male,35,4,1,Research Scientist,4,Married,8.347827345782498,18783,3,No,17,3.0,4,2,6,3.0,3,5.0,2,0,2
40.0,No,Travel_Rarely,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,8.65084957622891,14947,1,No,12,3.0,3,3,1,5.0,3,5.0,0,0,0
34.0,No,Travel_Rarely,1192,Research & Development,5,2,Medical,4,Female,61,3,2,Manufacturing Director,4,Divorced,8.54110501146255,23177,7,No,16,3.0,3,2,8,3.0,2,0.0,2,0,4
40.0,No,Travel_Rarely,415,Sales,25,3,Medical,3,Female,79,2,3,Sales Executive,4,Divorced,9.490771217713771,5268,5,No,13,3.0,3,1,18,3.0,3,20.0,0,0,0
37.2520325203252,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,3,Female,51,3,1,Laboratory Technician,2,Married,8.91085558740525,7324,1,Yes,17,3.0,3,3,1,3.0,3,9.0,1,0,0
49.0,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,8.909640602443098,13301,3,No,13,3.0,3,0,7,3.0,3,26.0,2,2,2
38.0,No,Non-Travel,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,8.702842538302868,8504,1,No,11,3.0,1,1,20,2.0,3,5.0,7,2,13
31.0,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Divorced,8.153925132007862,10415,5,No,14,3.0,4,1,8,2.0,3,5.0,2,2,2
34.0,No,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Female,67,3,3,Manufacturing Director,4,Single,8.433594167539924,20002,6,No,12,4.0,4,0,25,2.0,2,15.0,7,5,4
33.0,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Female,87,4,1,Laboratory Technician,2,Divorced,8.252706676567644,5855,5,No,12,3.0,3,1,8,5.0,3,5.0,4,0,2
35.0,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,8.702842538302868,6896,1,No,14,3.0,2,2,1,2.0,3,5.0,0,1,0
28.0,No,Travel_Rarely,367,Research & Development,25,2,Medical,3,Male,52,2,2,Healthcare Representative,4,Divorced,7.786551806428712,17171,7,No,13,3.0,3,2,9,3.0,3,1.0,2,1,3
37.0,No,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced,8.36264243156764,2900,3,Yes,12,4.0,3,2,14,2.0,3,5.0,0,0,0
56.0,No,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,7.757478766584179,12287,4,No,21,3.0,3,0,16,4.0,3,10.0,8,3,9
37.0,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Male,63,2,2,Sales Executive,3,Married,8.660080678964786,6060,1,Yes,13,3.0,1,1,10,2.0,3,4.0,9,1,7
40.0,No,Travel_Frequently,238,Sales,1,1,Medical,4,Male,34,3,2,Sales Executive,1,Single,8.535818655539403,7507,7,No,20,3.0,4,0,18,6.0,4,1.0,7,8,10
23.0,No,Travel_Rarely,1459,Research & Development,10,4,Other,4,Male,41,3,2,Healthcare Representative,4,Married,7.973844375944687,19121,2,Yes,13,3.0,4,0,9,2.0,4,4.0,2,1,3
59.0,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Female,63,3,1,Human Resources,1,Divorced,8.940760134888384,23648,4,Yes,22,3.0,4,0,7,2.0,3,21.0,2,0,2
35.0,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,2,Male,87,4,2,Manufacturing Director,2,Married,9.156361964425669,5174,1,Yes,20,3.0,2,1,6,2.0,3,10.0,2,0,3
31.0,Yes,Travel_Rarely,130,Research & Development,25,4,Life Sciences,4,Male,96,3,1,Research Scientist,2,Divorced,7.884952945759814,16612,1,Yes,19,3.0,1,1,10,5.0,2,2.0,2,7,8
55.0,No,Travel_Rarely,561,Sales,2,3,Other,4,Female,61,3,2,Sales Executive,2,Married,9.731215331595175,16177,0,No,19,3.0,2,1,9,2.0,4,10.0,7,3,7
37.0,No,Travel_Rarely,486,Research & Development,8,3,Medical,2,Male,86,4,1,Research Scientist,3,Married,8.340217320947035,22490,7,No,17,3.0,1,0,5,2.0,3,5.0,2,0,2
26.0,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,7.757906208351747,9241,1,No,22,3.0,3,0,1,3.0,2,5.0,0,1,0
31.0,No,Travel_Frequently,867,Research & Development,9,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married,9.192583650386924,12315,1,No,25,3.0,4,1,10,2.0,3,1.0,0,7,9
29.0,No,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Male,75,3,1,Laboratory Technician,2,Married,8.339739766019143,3956,1,No,13,3.0,3,1,8,3.0,3,10.0,0,0,7
37.2520325203252,No,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,8.782126011728899,8318,1,No,16,3.0,1,0,6,3.0,3,9.0,3,0,4
56.0,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,Male,56,2,1,Human Resources,1,Divorced,7.8582541821860294,3157,4,Yes,15,3.0,4,3,4,3.0,3,4.0,2,2,0
32.368,Yes,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,8.127995055771946,11512,2,No,17,3.0,3,0,9,0.0,1,1.0,1,1,2
42.0,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,7.899524472032198,13514,3,No,19,3.0,3,0,32,5.0,3,3.0,1,1,3
30.0,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Female,60,4,1,Research Scientist,2,Divorced,8.07215530818825,12392,1,Yes,16,3.0,1,1,4,3.0,2,3.0,2,2,2
35.906122448979595,No,Travel_Frequently,1326,Sales,3,3,Other,4,Female,81,1,2,Sales Executive,1,Single,8.453136215216944,15891,3,No,18,3.0,4,0,15,3.0,3,3.0,9,3,12
29.0,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,3,Female,38,2,1,Laboratory Technician,1,Single,8.782126011728899,5355,7,No,11,3.0,3,0,8,1.0,2,8.0,0,0,0
27.0,No,Travel_Rarely,483,Research & Development,6,3,Medical,4,Female,95,2,2,Manufacturing Director,2,Single,7.731492029245684,10110,6,Yes,15,3.0,4,0,8,2.0,3,7.0,4,1,2
34.0,No,Travel_Rarely,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced,9.199077179697472,10494,1,No,15,4.0,2,1,3,3.0,3,14.0,2,2,2
41.0,No,Travel_Rarely,1130,Sales,8,4,Marketing,2,Female,56,3,2,Sales Executive,2,Married,9.254070134837509,3415,1,No,18,3.0,1,1,8,3.0,3,22.0,7,0,7
32.368,Yes,Travel_Rarely,1076,Research & Development,3,3,Life Sciences,1,Female,70,3,1,Research Scientist,1,Single,7.601402334583733,3164,1,Yes,11,3.0,1,0,10,2.0,3,5.0,8,9,7
24.0,No,Travel_Rarely,748,Research & Development,9,2,Medical,1,Male,74,3,1,Laboratory Technician,4,Single,7.349230824613334,16458,1,No,13,3.0,3,0,12,2.0,3,1.0,9,5,8
36.0,No,Travel_Frequently,573,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,8.442254104751743,15717,7,Yes,12,3.0,4,3,17,2.0,3,15.0,11,1,9
35.906122448979595,Yes,Travel_Rarely,1368,Research & Development,4,1,Technical Degree,3,Female,99,2,1,Laboratory Technician,3,Single,8.47407690034261,9129,5,No,16,3.0,3,0,4,3.0,3,3.0,2,1,2
31.0,No,Travel_Rarely,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,8.72777821348305,8302,2,Yes,13,3.0,3,1,10,3.0,3,7.0,0,2,3
32.368,No,Travel_Rarely,982,Research & Development,1,4,Medical,4,Female,58,2,1,Laboratory Technician,3,Married,7.700747794511798,16340,6,No,12,3.0,2,1,10,3.0,3,1.0,0,1,7
32.368,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,8.11552088154677,5013,0,No,12,4.0,3,2,6,3.0,2,1.0,3,0,3
42.0,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Male,39,3,1,Laboratory Technician,3,Divorced,8.286017468404763,17285,3,Yes,13,3.0,1,2,10,3.0,3,0.0,7,7,7
